tweet	subtask_b
 she is a wannabe hilary clinton cant stand that woman and anything that the ndp stands for i believe that they are even more dangerous than the liberals	TIN
 why are you acknowledging her existence time to block her and give us all a break she is a nobody she use to be a funny comedian who gave away her power to hate and lost almost everything	TIN
found out theres more gun control you cant do mass murder in schools or theatres on oct  has anyone done this joke yet	TIN
 no prison time for you youre going to get mccained  deathpenalty treason pedogate maga qanon	TIN
 russia had ivan the terrible fsu has willie the terrible he is to fsu what bitch rod was to michigan and tango charlie was to texas we pay this piece of shit  million to put up  points against our first two fbs opponents even western michigan scores  against syracuse	TIN
 he is such an arrogant creep believes he is gods gift to politics	TIN
 why doesnt he leave the country if he is so unhappy with america	TIN
 why no witnesses she reported it at the time its obvious the truth isnt your priority there are other qualified conservatives judges why push him is it because your president is in legal jeopardy amp this judge believes a sitting potus is untouchable url	TIN
 worst takes evera blatantly racist cartoon and your attempt at a defense	TIN
 the facts of the matter are very plain amp basic this has never happened before in recorded history or on other similarly hit islands in the area the fact it happened on donald trumps watch is unsurprising he did not support them he is an abject failure and should be dismissed	TIN
 the q is a photoshop qanon is for real though silly liberals tricks are for kids	TIN
 you are an absolute dick 	TIN
 go away my child you are so boring that you cant even entertain a doubt	TIN
 call bullsht just poor losser	TIN
 he didnt say that when he raped his daughters friend  years old and not too long after she committed suicide	TIN
 bitch im gonna see you on december dont me we have to see each other	TIN
 amenadiels were my favorite the massive triangle shape the actor being hot the big connection spots kisses my fingertips	TIN
 how many car windows did you smash today while wearing a pussy hat you antiamerican antifa fucktards are a pathetic waste of life we will slap you down at the ballot box once again url	TIN
 i thought that i could not dislike anyone more than your father but i was wrong you are even more pathetic than he is your children must be so proud to have a father who behaves like you tick tock muelleriscomingforyoutoo patheticlittlemanjr	TIN
 sareena was wrong to behave like this that is not racist just truth i do not want my children watching this behavior	TIN
 it sucks hy 	TIN
 or there is a completely reasonable explanation why our own f govt lied to its peeps about a plane hitting the pentagon which is clearly a missile  url	TIN
 you are making crap up no dem i know wants to abolish ice we dont believe rich people should be the ones getting tax breaks bankrupt medicare total nonsense you lie as much as trump	TIN
 conservatives never believe women its amazing you assume lying every single time remembering the exact date of a highschool drinking party is a rather silly thing to expect quick  what was the exact date of the one you got drunkest at and name everyone there	TIN
 donnie jr you and your family owe the country an apology for taking your criminal activities into our white house you are lining your pockets while your father is unfit and making a mockery of our republic shame on you and your family justice will prevail	TIN
 dominos is ass	TIN
  because they think sen collins is a stupid coward ampall they have to do is bullie sencollins this is whatconservatives have lives with for yrs now please vote for kavanaugh letgod take care of the rest	TIN
 they are false this is what the democrats do best confirmkavanaugh maga drainthedeepstate	TIN
 he is a dumbass 	TIN
 oh and higher unemployment and witch hunts and lynch mobs and antifa communist parades you can have all that shit and let hollywood decide how you feel	TIN
 lil girl we having an adult conversation so take your thin ass on somewhere ya dig	TIN
 tis funny you assume im left or a supporter of antifa even though i dislike nazis youre still a ball washer though	TIN
 stop with your nonsense you are a block you are stupid	TIN
 is advocating for conduct within bounds of human rights but can the terrorists can be categorized as human they kill people mostly innocent just like berserk wild beasts even wild beasts kill only when hungry so i feel that the indian army who are doing greatly url	TIN
